since,relative_seconds,rtt
0.000,0.000,19.38
0.011,0.011,20.92
0.020,0.020,19.63
0.030,0.030,17.55
0.040,0.040,19.97
0.050,0.050,21.66
0.060,0.060,23.61
0.070,0.070,17.76
0.080,0.080,19.76
0.090,0.090,25.45
0.100,0.100,31.59
0.110,0.110,26.06
0.120,0.120,24.40
0.130,0.130,17.72
0.140,0.140,19.92
0.150,0.150,18.59
0.160,0.160,23.95
0.170,0.170,21.77
0.180,0.180,28.23
0.190,0.190,18.22
0.201,0.201,23.93
0.210,0.210,21.92
0.220,0.220,24.82
0.230,0.230,21.48
0.240,0.240,28.20
0.251,0.251,26.60
0.260,0.260,23.64
0.270,0.270,18.06
0.280,0.280,21.00
0.290,0.290,22.19
0.300,0.300,28.82
0.310,0.310,35.02
0.320,0.320,25.59
0.330,0.330,26.66
0.340,0.340,19.83
0.350,0.350,21.72
0.360,0.360,25.02
0.370,0.370,17.73
0.380,0.380,25.20
0.390,0.390,30.14
0.400,0.400,27.99
0.410,0.410,18.24
0.420,0.420,19.80
0.430,0.430,21.00
0.440,0.440,23.78
0.450,0.450,17.39
0.460,0.460,19.80
0.470,0.470,25.12
0.480,0.480,31.04
0.490,0.490,20.84
0.500,0.500,18.97
0.510,0.510,20.80
0.520,0.520,19.00
0.530,0.530,20.76
0.540,0.540,18.99
0.550,0.550,16.98
0.560,0.560,22.83
0.570,0.570,29.32
0.580,0.580,19.27
0.590,0.590,17.38
0.600,0.600,23.19
0.610,0.610,21.29
0.620,0.620,18.87
0.630,0.630,37.47
0.640,0.640,31.27
0.650,0.650,21.24
0.660,0.660,19.35
0.670,0.670,16.84
0.680,0.680,35.13
0.690,0.690,25.21
0.700,0.700,35.86
0.710,0.710,37.11
0.720,0.720,27.03
0.730,0.730,17.13
0.740,0.740,19.89
0.750,0.750,26.42
0.760,0.760,24.68
0.770,0.770,20.92
0.780,0.780,31.73
0.790,0.790,25.85
0.800,0.800,24.33
0.810,0.810,17.41
0.820,0.820,20.40
0.830,0.830,21.03
0.840,0.840,20.29
0.850,0.850,26.18
0.860,0.860,23.81
0.871,0.871,20.93
0.880,0.880,19.96
0.891,0.891,17.76
0.900,0.900,19.97
0.910,0.910,26.52
0.920,0.920,39.72
0.930,0.930,33.31
0.940,0.940,23.44
0.950,0.950,21.69
0.960,0.960,19.44
0.971,0.971,17.88
0.980,0.980,23.67
0.990,0.990,21.24
1.000,1.000,19.76
1.010,1.010,25.76
1.020,1.020,27.36
1.030,1.030,25.94
1.040,1.040,23.85
1.050,1.050,21.01
1.060,1.060,28.12
1.071,1.071,25.83
1.080,1.080,24.08
1.090,1.090,25.60
1.100,1.100,20.08
1.110,1.110,21.16
1.120,1.120,27.49
1.130,1.130,25.20
1.140,1.140,31.33
1.150,1.150,20.99
1.160,1.160,18.98
1.170,1.170,21.12
1.180,1.180,19.37
1.190,1.190,17.14
1.200,1.200,15.06
1.210,1.210,36.92
1.220,1.220,34.94
1.230,1.230,24.97
1.240,1.240,23.13
1.250,1.250,17.08
1.260,1.260,19.03
1.270,1.270,44.98
1.280,1.280,34.90
1.290,1.290,24.90
1.300,1.300,22.93
1.310,1.310,20.75
1.320,1.320,22.92
1.330,1.330,16.85
1.340,1.340,18.97
1.350,1.350,16.90
1.360,1.360,14.91
1.370,1.370,48.89
1.380,1.380,38.88
1.390,1.390,28.80
1.400,1.400,18.90
1.410,1.410,20.79
1.420,1.420,22.94
1.430,1.430,20.73
1.440,1.440,28.39
1.450,1.450,25.17
1.460,1.460,24.22
1.470,1.470,29.75
1.480,1.480,20.11
1.490,1.490,18.43
1.500,1.500,20.11
1.510,1.510,26.47
1.520,1.520,24.51
1.530,1.530,29.78
1.540,1.540,27.50
1.550,1.550,17.28
1.560,1.560,19.43
1.570,1.570,21.24
1.580,1.580,19.22
1.590,1.590,18.33
1.600,1.600,29.12
1.610,1.610,18.87
1.620,1.620,27.09
1.630,1.630,26.60
1.640,1.640,19.62
1.650,1.650,18.77
1.660,1.660,19.31
1.670,1.670,49.75
1.680,1.680,40.16
1.691,1.691,29.63
1.700,1.700,19.87
1.710,1.710,21.38
1.720,1.720,23.21
1.730,1.730,17.33
1.740,1.740,23.57
1.750,1.750,21.19
1.760,1.760,19.50
1.770,1.770,34.45
1.780,1.780,24.89
1.790,1.790,20.83
1.800,1.800,20.49
1.810,1.810,18.16
1.820,1.820,19.48
