# Step changes in bandwidth
# timestamp_sec bandwidth_mbps
0.000	0.904029
1.000	1.168918
2.000	1.366033
3.000	0.946821
4.000	0.918486
5.000	1.219831
6.000	0.828055
7.000	1.465628
8.000	0.918625
9.000	1.244346
10.000	1.004816
11.000	1.099691
12.000	0.987409
13.000	1.194359
14.000	1.009879
15.000	0.855882
16.000	1.275166
17.000	1.253068
18.000	1.094216
19.000	0.955747
20.000	1.116788
21.000	0.501857
22.000	1.319177
23.000	0.960997
24.000	1.190459
25.000	0.891803
26.000	0.632206
27.000	1.321829
28.000	0.937750
29.000	0.693305
30.000	0.855172
31.000	0.882970
32.000	1.435376
33.000	1.325309
34.000	1.039708
35.000	1.023492
36.000	0.736912
37.000	0.871875
38.000	0.904565
39.000	1.130333
40.000	1.250570
41.000	1.044495
42.000	0.815840
43.000	0.953511
44.000	1.247516
45.000	0.771247
46.000	1.100461
47.000	0.737367
48.000	0.686458
49.000	1.049148
50.000	0.831938
51.000	0.805497
52.000	1.536299
53.000	1.165269
54.000	1.019018
55.000	1.154384
56.000	0.777803
57.000	1.353581
58.000	1.136401
59.000	0.607975
60.000	3.075461
61.000	2.918860
62.000	2.998966
63.000	3.298377
64.000	2.818449
65.000	3.200209
66.000	3.118813
67.000	2.689782
68.000	2.854484
69.000	3.667207
70.000	2.874049
71.000	3.259151
72.000	3.033298
73.000	3.147135
74.000	2.655312
75.000	3.015739
76.000	2.984107
77.000	2.784566
78.000	2.881218
79.000	3.032745
80.000	3.054581
81.000	2.815427
82.000	2.694603
83.000	3.040521
84.000	3.109726
85.000	3.012403
86.000	3.023156
87.000	3.251994
88.000	2.965610
89.000	2.875985
90.000	2.947291
91.000	2.948225
92.000	3.353810
93.000	3.171242
94.000	3.133509
95.000	2.949625
96.000	3.125579
97.000	3.060422
98.000	3.042362
99.000	3.108571
100.000	3.335745
101.000	2.818091
102.000	2.858057
103.000	2.884334
104.000	2.683093
105.000	3.028465
106.000	2.483861
107.000	2.801553
108.000	3.072549
109.000	3.049002
110.000	2.874039
111.000	2.934173
112.000	2.924203
113.000	2.931405
114.000	2.818759
115.000	3.064815
116.000	2.963544
117.000	2.768617
118.000	3.215457
119.000	2.541144
120.000	0.798074
121.000	0.483098
122.000	0.184913
123.000	0.137731
124.000	0.422887
125.000	0.442956
126.000	0.551867
127.000	0.100000
128.000	0.638086
129.000	0.706440
130.000	0.596489
131.000	0.666643
132.000	0.726810
133.000	0.686388
134.000	0.604904
135.000	0.774864
136.000	0.850661
137.000	0.528501
138.000	0.216697
139.000	0.516255
140.000	0.444109
141.000	0.633943
142.000	0.403089
143.000	0.736510
144.000	0.509924
145.000	0.434215
146.000	0.606952
147.000	0.113977
148.000	1.072348
149.000	0.350340
150.000	0.469200
151.000	0.569902
152.000	0.713262
153.000	0.692976
154.000	0.489331
155.000	0.730699
156.000	0.804190
157.000	0.600376
158.000	0.540389
159.000	0.141969
160.000	0.574021
161.000	0.705297
162.000	0.708048
163.000	0.480780
164.000	0.729674
165.000	0.542664
166.000	0.429555
167.000	0.424303
168.000	0.434338
169.000	0.353177
170.000	0.676977
171.000	0.428776
172.000	0.352397
173.000	0.559675
174.000	0.263518
175.000	0.440869
176.000	0.285754
177.000	0.434815
178.000	0.205279
179.000	0.381030
180.000	4.050266
181.000	4.284354
182.000	4.052581
183.000	4.085661
184.000	3.983857
185.000	3.949286
186.000	3.748864
187.000	3.876826
188.000	4.216708
189.000	3.973294
190.000	3.891000
191.000	4.074403
192.000	3.808767
193.000	3.871846
194.000	3.961826
195.000	3.812019
196.000	4.525482
197.000	4.282841
198.000	3.438811
199.000	3.930589
200.000	3.966464
201.000	4.517736
202.000	3.791109
