0.0	0.495927
1.0	0.539644
2.0	0.565443
3.0	0.522266
4.0	0.569291
5.0	0.524550
6.0	0.576619
7.0	0.484057
8.0	0.514727
9.0	0.530754
10.0	0.472307
11.0	0.576047
12.0	0.530444
13.0	0.472831
14.0	0.629387
15.0	0.528075
16.0	0.535120
17.0	0.613583
18.0	0.580173
19.0	0.578715
20.0	0.534381
21.0	0.645844
22.0	0.510154
23.0	0.670997
24.0	0.664493
25.0	0.542660
26.0	0.587603
27.0	0.511542
28.0	0.578615
29.0	0.652426
30.0	0.679814
31.0	0.650032
32.0	0.576844
33.0	0.582755
34.0	0.579616
35.0	0.553201
36.0	0.675894
37.0	0.693769
38.0	0.537566
39.0	0.681260
40.0	0.699405
41.0	0.631603
42.0	0.639153
43.0	0.657027
44.0	0.660840
45.0	0.576584
46.0	0.637679
47.0	0.751806
48.0	0.736779
49.0	0.603950
50.0	0.758600
51.0	0.735294
52.0	0.670815
53.0	0.695923
54.0	0.676798
55.0	0.743166
56.0	0.774443
57.0	0.658848
58.0	0.652507
59.0	0.795022
60.0	0.770956
61.0	0.770240
62.0	0.614544
63.0	0.705791
64.0	0.710771
65.0	0.713952
66.0	0.699262
67.0	0.779096
68.0	0.721208
69.0	0.804921
70.0	0.815935
71.0	0.811193
72.0	0.703747
73.0	0.747954
74.0	0.772090
75.0	0.708061
76.0	0.851581
77.0	0.719867
78.0	0.792344
79.0	0.842419
80.0	0.823894
81.0	0.780120
82.0	0.693568
83.0	0.796106
84.0	0.869226
85.0	0.798070
86.0	0.850126
87.0	0.871979
88.0	0.770261
89.0	0.740074
90.0	0.881681
91.0	0.773875
92.0	0.825771
93.0	0.870346
94.0	0.773173
95.0	0.833492
96.0	0.724780
97.0	0.788598
98.0	0.788835
99.0	0.732629
100.0	0.851113
101.0	0.804134
102.0	0.753376
103.0	0.869987
104.0	0.758171
105.0	0.854707
106.0	0.887872
107.0	0.791640
108.0	0.821480
109.0	0.795602
110.0	0.965376
111.0	0.848406
112.0	0.800455
113.0	0.903223
114.0	0.829319
115.0	0.826280
116.0	0.952823
117.0	0.821438
118.0	0.959416
119.0	0.953458
120.0	0.866010
121.0	0.945580
122.0	0.951671
123.0	0.865797
124.0	1.010746
125.0	0.989659
126.0	0.941536
127.0	0.836997
128.0	0.857049
129.0	0.899323
130.0	0.886408
131.0	1.010279
132.0	1.025312
133.0	0.935705
134.0	0.969841
135.0	0.874229
136.0	1.028522
137.0	0.875390
138.0	1.000931
139.0	0.969495
140.0	0.967304
141.0	1.047927
142.0	0.932069
143.0	0.911181
144.0	1.011429
145.0	1.044382
146.0	0.923018
147.0	1.067913
148.0	0.984060
149.0	0.995058
150.0	0.973232
151.0	1.056078
152.0	0.993113
153.0	0.944439
154.0	1.030231
155.0	1.116029
156.0	0.970918
157.0	0.996593
158.0	1.044902
159.0	1.084701
160.0	0.973920
161.0	1.043903
162.0	1.098127
163.0	1.128146
164.0	1.045754
165.0	1.036387
166.0	1.033646
167.0	0.985625
168.0	1.039936
169.0	1.059752
170.0	1.096376
171.0	1.154864
172.0	1.005674
173.0	1.051464
174.0	1.039135
175.0	1.161720
176.0	1.008077
177.0	1.075687
178.0	1.012953
179.0	1.094018
180.0	1.094248
181.0	1.175644
182.0	1.080812
183.0	1.181901
184.0	1.044334
185.0	1.041082
186.0	1.206802
187.0	1.189348
188.0	1.110949
189.0	1.095861
190.0	1.079545
191.0	1.189157
192.0	1.141856
193.0	1.239633
194.0	1.069535
195.0	1.132869
196.0	1.221433
197.0	1.213210
198.0	1.236854
199.0	1.204151
200.0	1.071532
201.0	1.155578
202.0	1.113123
203.0	1.093116
204.0	1.216052
205.0	1.172419
206.0	1.217535
207.0	1.247732
208.0	1.098015
209.0	1.107340
210.0	1.115295
211.0	1.184595
212.0	1.194801
213.0	1.138323
214.0	1.296128
215.0	1.179896
216.0	1.316584
217.0	1.248879
218.0	1.251514
219.0	1.154603
220.0	1.193160
221.0	1.221174
222.0	1.253466
223.0	1.302492
224.0	1.281216
225.0	1.239394
226.0	1.347176
227.0	1.291114
228.0	1.260207
229.0	1.292327
230.0	1.359101
231.0	1.231997
232.0	1.249859
233.0	1.189307
234.0	1.229121
235.0	1.246847
236.0	1.381246
237.0	1.373584
238.0	1.318293
239.0	1.258796
240.0	1.367970
241.0	1.232242
242.0	1.361045
243.0	1.327304
244.0	1.228164
245.0	1.357164
246.0	1.312833
247.0	1.278557
248.0	1.349876
249.0	1.323990
250.0	1.313686
251.0	1.242634
252.0	1.413286
253.0	1.403881
254.0	1.416156
255.0	1.383301
256.0	1.391015
257.0	1.404564
258.0	1.420606
259.0	1.351684
260.0	1.347727
261.0	1.350297
262.0	1.294516
263.0	1.327235
264.0	1.471829
265.0	1.355972
266.0	1.391148
267.0	1.462133
268.0	1.312652
269.0	1.365884
270.0	1.378400
271.0	1.431270
272.0	1.347522
273.0	1.461063
274.0	1.321403
275.0	1.332423
276.0	1.389630
277.0	1.392865
278.0	1.334411
279.0	1.332264
280.0	1.475015
281.0	1.490935
282.0	1.375688
283.0	1.539163
284.0	1.367061
285.0	1.437302
286.0	1.403942
287.0	1.535489
288.0	1.439293
289.0	1.393902
290.0	1.511116
291.0	1.485499
292.0	1.427725
293.0	1.529555
294.0	1.557785
295.0	1.578093
296.0	1.552630
297.0	1.563511
298.0	1.471799
299.0	1.537640
